,Stem length (cm),Root length (cm),Thousand  Seed weight (g),Geramination (%),Poods per plant (number),Stem bark thickness (mm),Root bark thickness (mm),Protein content  %,Seed oil content (%),Seed yield (g.),Chlorophyll (mg/g),"leaf blight (0=absent,1=present)","Stem blight (0=absent, 1=present)","Root blight (0=absent,1=present)","Chlorosis (0=absent,1=present)","Leaf spot (0=none,1=browen,2=black)","Canker-lesion (0=none, 1=browen,2=black)","Int-discolor (0=none,1=browen,2=black)","seed-discolor (0=absent,1= browen, 2=black)","leaves -discolor (0=absent,1=yello,2 =browen)","Stem-cankers (0=absent,1=below-soil,2=above-soil)"
Healthy soybean,103.13,37.44,190.68,85.13,89.53,85.13,17.69,58.43,19.26,291,29.04,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.05,24.05,214.18,69.6,96.12,69.6,13.44,44.65,21.69,291.15,34.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.2,28.33,176.56,72.2,89.82,72.2,15.24,47.23,25.33,371.23,20.38,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.06,25.74,181.4,55.28,51.2,55.28,14.45,58.47,20.06,340,46.34,0,0,0,0,0,0,0,0,0,0
Healthy soybean,59.6,27.06,213.74,89.19,60.26,89.19,13.08,56.06,24.04,335.47,29.44,0,0,0,0,0,0,0,0,0,0
Healthy soybean,64.77,26.47,158.77,84.26,90.33,84.26,16.93,33.56,24.84,405.84,20.4,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.66,37.82,151.3,82,66.98,82,15.66,48.25,26.81,283.42,36.58,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.12,29,232.4,60.59,68.12,60.59,13.33,51.62,20.98,280.38,29.11,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.03,28.08,236.1,98.72,97.68,98.72,13.24,38.01,24.78,282.99,27.37,0,0,0,0,0,0,0,0,0,0
Healthy soybean,75.97,37.63,226.68,54.68,94.64,54.68,19.9,45,23.18,215.45,33.15,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.95,22.05,221.14,59.02,54.76,59.02,13.76,30.87,26.73,347,41.32,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.61,22,156.23,73,62.61,73,15.86,37,23.67,340.27,26.07,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.71,32.68,179.76,91.18,92.63,91.18,19.72,55.55,18.64,272.44,30.6,0,0,0,0,0,0,0,0,0,0
Healthy soybean,40.73,25.79,140.2,55.4,74.75,55.4,18.69,50.56,19.84,251.53,37.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,59.09,39.55,215.51,68.24,80.88,68.24,20.12,51.32,25.16,224.9,36.22,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.66,26,187.02,87.35,64.59,87.35,15.39,45.05,24.77,263,20.48,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.64,26.27,222,76.92,77.93,76.92,16.98,49.76,21.24,347.42,50.37,0,0,0,0,0,0,0,0,0,0
Healthy soybean,105.58,25.2,197.05,97.89,86.6,97.89,13.88,57.4,26.2,264.57,37.85,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.78,40.78,170.16,67.65,64.73,67.65,21.01,42.73,26.48,367.76,26.91,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.91,36.59,239.91,84.01,97.5,84.01,16.08,44.46,20.9,401.29,37.51,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.97,24.22,227.46,65.64,73.39,65.64,14.44,50.92,19.38,394.5,23.83,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.43,38.12,146.44,76.9,66.04,76.9,13.93,34.84,21.3,333,35.36,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.67,22.5,221.57,83.94,57.2,83.94,22.92,42.98,21.23,243.71,29.67,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.84,22.62,211,81,83.68,81,21.99,34.92,20.43,339.33,44.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.71,29.32,201.09,89.56,54.01,89.56,16.97,49.42,25.25,373.35,36,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.87,22.73,202.71,62.15,75.88,62.15,21.1,45.65,20.6,334.58,35.4,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.24,33.38,142.78,87,84.25,87,20.59,40.46,19.35,354.46,39.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.6,38.13,155.77,81.72,78.84,81.72,22.12,47.35,22.69,377.76,47.13,0,0,0,0,0,0,0,0,0,0
Healthy soybean,95.02,25.78,151,96.24,84.37,96.24,22.87,32.33,23.39,264.72,39.6,0,0,0,0,0,0,0,0,0,0
Healthy soybean,55.76,22.45,142.42,93.34,97.82,93.34,19.5,41.7,27.75,251.03,48.34,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.19,30.75,164.06,72.03,69,72.03,19.44,49.08,22.64,245.37,48.85,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.97,24.33,190.86,59.62,68.19,59.62,16.67,37.87,23.22,265.23,29.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,79.11,39.37,178,53.84,64.71,53.84,17.24,58.88,26.37,390,25.52,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.02,38.39,206.89,62.57,54.18,62.57,15.03,57.17,20.59,241.53,48.84,0,0,0,0,0,0,0,0,0,0
Healthy soybean,56.7,39.62,191.68,67.42,54.12,67.42,21.39,57.32,22.7,366.74,23.4,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.05,33.13,208.68,97.37,99.81,97.37,15.75,50.2,23.56,273.5,48.33,0,0,0,0,0,0,0,0,0,0
Healthy soybean,49.64,28.57,157.61,82.82,69.5,82.82,22.82,57.2,26.65,232.96,45.67,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.77,35.32,236.21,84.46,66.75,84.46,22.61,59.01,23.07,321.89,25.71,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.8,36.46,185.77,64.02,69.71,64.02,21.7,36.89,20.72,300.63,31.77,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.55,36,161.76,68.85,79.58,68.85,20.1,38.93,19.41,341.39,46.19,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90,25.22,213.92,82.15,53.2,82.15,15.36,55.72,20.41,276.88,49.49,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.45,39.94,207.09,92.82,93.91,92.82,19.32,36.49,24.09,260.3,50.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,107.84,33.14,179,63,84.27,63,15.77,53.48,23.38,229.04,33.42,0,0,0,0,0,0,0,0,0,0
Healthy soybean,42.9,30.5,195.71,61.03,55.87,61.03,21.69,30.04,27.19,327.57,27.56,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.54,28.34,230.41,65.84,66.21,65.84,16.78,34.51,23.34,398.46,33.64,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.69,31.91,195,69.88,99.41,69.88,14.88,38.17,21.65,358.79,37.23,0,0,0,0,0,0,0,0,0,0
Healthy soybean,86.91,28.88,220,75.07,69.67,75.07,13.65,31.83,23.61,338,41.78,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102,37.73,214.64,91.13,98.17,91.13,20.74,30.28,26.66,376.62,39.35,0,0,0,0,0,0,0,0,0,0
Healthy soybean,56.32,22.7,235.66,99.38,60.3,99.38,21.93,55.88,24.74,257.2,42.1,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.44,33.03,189.29,83.31,66.55,83.31,19.99,40.83,26.55,277.33,36.39,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.27,32.73,219.48,54,64.18,54,14.8,49.26,20.32,388,20.53,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.38,25.3,180.39,53.14,74.98,53.14,20.69,54.55,20.73,342.14,38,0,0,0,0,0,0,0,0,0,0
Healthy soybean,48.09,38.25,197.72,81.49,81.89,81.49,20.48,45.49,19.82,235.54,24.59,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.88,26.17,168.45,74.65,70.99,74.65,14.65,41.88,20.83,219.17,32.1,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.27,36.02,160.04,99.03,82.43,99.03,21,47.86,27.29,382.12,36.18,0,0,0,0,0,0,0,0,0,0
Healthy soybean,64.66,29.74,157.7,85.43,76.59,85.43,19.85,52.73,22.08,248,42.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.63,37.91,207.11,74.8,78.08,74.8,14.62,47.47,19.92,250.31,48.21,0,0,0,0,0,0,0,0,0,0
Healthy soybean,96.85,25.87,165.52,85.59,75.65,85.59,20.57,59.82,23.78,319.13,48.3,0,0,0,0,0,0,0,0,0,0
Healthy soybean,93.15,29.54,230,56.01,67.3,56.01,19.12,49.4,23.42,247.8,49.89,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.93,32.42,150.23,62.61,91.65,62.61,21.74,53.36,19.11,383.75,36.65,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.09,32.07,229.34,84.36,64.69,84.36,16.95,57.21,23.45,290,40.38,0,0,0,0,0,0,0,0,0,0
Healthy soybean,96.71,25.48,209.8,93.96,58.09,93.96,14.16,59.07,26.64,299.6,22.99,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.4,36.12,228.32,88.46,66.41,88.46,22.53,38.31,23.62,240.41,23.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,109.23,38.52,144.01,75.03,63.79,75.03,17.34,49.16,24.32,293.32,47.97,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.13,22.54,232.02,91.63,73.95,91.63,14.22,36.26,27.24,251.46,45.85,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.79,37.37,232.78,55.21,58.02,55.21,13.51,50.24,23.35,355.98,20.67,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.08,22.13,183.33,50.29,53.4,50.29,16.48,30.03,27.98,310.38,24.66,0,0,0,0,0,0,0,0,0,0
Healthy soybean,48.99,34.02,232.28,58.81,95.55,58.81,18.43,47.67,21.12,366.42,49.47,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.69,26.65,143.09,98.69,95.46,98.69,15.73,36.72,18.1,302,29.71,0,0,0,0,0,0,0,0,0,0
Healthy soybean,76.32,22.59,172.34,82.27,55.38,82.27,13.35,40,27.48,381.17,22.81,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.35,37.81,211.09,53.27,53.14,53.27,16.5,43.32,21.91,287.32,35.58,0,0,0,0,0,0,0,0,0,0
Healthy soybean,46.88,40.25,187,65.05,85.44,65.05,21.67,49.55,22.28,272.25,30.36,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.98,24.87,193.62,84.97,56.67,84.97,14.61,32.98,25.72,341.79,47.09,0,0,0,0,0,0,0,0,0,0
Healthy soybean,59.86,26.39,145,99.2,98.19,99.2,19.07,37.22,27.33,349.07,50.29,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.42,30.35,236.45,99.47,94.8,99.47,18.42,41.39,27.38,314,43.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,88.33,30.05,177.61,62.26,65.65,62.26,13.47,48.33,26.86,314.24,33.87,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.22,22.32,170,87.22,99.15,87.22,22.36,56.87,24.49,404.39,47.96,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.32,23.34,201.63,35.09,85.94,35.09,21.26,55.48,19.79,307,40.89,0,0,0,0,0,0,0,0,0,0
Healthy soybean,69.31,23.82,173.64,94,71.61,94,18.64,40.53,27.11,242.1,30.13,0,0,0,0,0,0,0,0,0,0
Healthy soybean,87,26.5,229.65,97.63,69.43,97.63,14.09,46.75,26.68,298,31.56,0,0,0,0,0,0,0,0,0,0
Healthy soybean,44.82,36.11,168.67,72,54.44,72,16.64,46.79,21.26,225.25,48.53,0,0,0,0,0,0,0,0,0,0
Healthy soybean,68.47,40.63,218.79,78.97,54.97,78.97,18.97,55.01,25.21,295.66,35.93,0,0,0,0,0,0,0,0,0,0
Healthy soybean,73.66,39.06,162,93.87,99.48,93.87,18.68,37.98,24.8,304.58,36.47,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.91,38.49,156.22,83.56,99,83.56,17.64,31.72,19.44,263.21,23.39,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51,32.13,167.11,66.78,87.53,66.78,14.07,45.34,19.13,279,43.14,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.53,33.47,207.13,65.89,77.58,65.89,15.38,49.33,23.84,247,49.15,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.59,33.77,189,75.09,64.53,75.09,22.67,33.7,19.52,392.59,30.53,0,0,0,0,0,0,0,0,0,0
Healthy soybean,41.09,35.96,159.94,88.89,95.57,88.89,18.73,36.34,23.4,276.49,26.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.36,33.73,156.45,65.13,74.03,65.13,22.46,48.61,18.13,340.98,40.94,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.17,34.45,148.96,58.66,87.82,58.66,13.31,37.38,25.77,384.06,37.35,0,0,0,0,0,0,0,0,0,0
Healthy soybean,45.01,35.09,151.23,71.07,72.42,71.07,17.4,49.48,20.05,336.08,32.64,0,0,0,0,0,0,0,0,0,0
Healthy soybean,88.17,37.8,235.3,95.76,51.54,95.76,15.47,37.17,26.13,299.87,43,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100,32.06,232.51,69.79,57.09,69.79,21.86,30,23.27,279.59,34.1,0,0,0,0,0,0,0,0,0,0
Healthy soybean,79.84,27.39,228.34,51.63,84.47,51.63,21.78,46.87,25.75,357.86,25.94,0,0,0,0,0,0,0,0,0,0
Healthy soybean,98.9,39.76,147.92,85.71,50.82,85.71,18.51,31.86,27.8,375.82,26.09,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62,38.96,147.88,81.37,62.75,81.37,16.77,49.27,23.44,410.51,30.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.81,30.18,153.7,87.79,75.72,87.79,18.26,52.53,22.09,294.31,41.49,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.38,36.13,207.72,78.94,61.68,78.94,22.8,40.18,22.03,284.54,22.83,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.61,28.32,231.43,64.34,88.31,64.34,19.3,59.8,20.94,357.82,24.53,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.47,24.09,155.71,92.16,70.11,92.16,13.74,54.6,18.24,340.05,28.76,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.89,37.7,173,81.96,93.65,81.96,22.45,56.55,22.21,211.52,39.29,0,0,0,0,0,0,0,0,0,0
Healthy soybean,88.71,36.99,157.18,50.8,57.23,50.8,22.59,58.41,18.23,379.69,48.76,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.51,26.64,198.62,81.8,94.59,81.8,18.84,58.97,23.96,387.21,34.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,74.92,33.98,171.66,72.1,83.32,72.1,14.06,39.89,20.31,259.98,48.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,109.54,22.91,198.94,71.15,67.52,71.15,15.28,40.4,22.3,398.1,29.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.7,39.85,154.14,94.28,84.41,94.28,22.4,51,24.82,401,26.42,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.74,30.15,193.1,74.35,73,74.35,21.8,50.64,20.2,380.71,22.9,0,0,0,0,0,0,0,0,0,0
Healthy soybean,75.17,28.6,160.45,56.22,72.6,56.22,15,49.97,22.75,405.48,45.37,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.84,35.16,150.27,71.64,51.23,71.64,15.5,49.65,25.9,288.34,29.39,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.2,31.05,205.25,64.89,99.46,64.89,21.52,41,24.29,399,38.02,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.91,23.18,164.6,56.3,57.85,56.3,14.67,40.55,21.49,283.27,45.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,66.53,31.17,232.12,81.91,79.25,81.91,13.27,56.07,23.55,230.87,46.67,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.38,26.21,163.42,83.98,51.25,83.98,22.96,32.81,18.52,307.09,42.7,0,0,0,0,0,0,0,0,0,0
Healthy soybean,86.51,28.42,229,82.51,99.72,82.51,22.09,59.63,18.86,252.44,39.93,0,0,0,0,0,0,0,0,0,0
Healthy soybean,102.11,28,169,91,59.54,91,18.74,45.46,24.48,409,23.27,0,0,0,0,0,0,0,0,0,0
Healthy soybean,76.77,37.67,150.99,97.8,50.95,97.8,13.37,39,23.29,213.26,47.54,0,0,0,0,0,0,0,0,0,0
Healthy soybean,45.35,33.3,207.24,57.2,88.7,57.2,18.29,49.03,25.56,235.55,49.43,0,0,0,0,0,0,0,0,0,0
Healthy soybean,67.02,34.09,165.32,80.62,50.71,80.62,20.24,56.69,27.06,395.34,35,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.95,36.89,191.22,85.2,86.64,85.2,17.5,31.54,27.02,240.05,42.31,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.28,27.59,222.15,79.71,83.55,79.71,20.91,40.28,22.13,319,30.44,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.6,34.21,143.65,59.68,61.72,59.68,18.52,55.08,26.47,258.16,35.97,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91.13,32.9,234.2,78.32,94.36,78.32,14.79,42.27,27.93,281.82,47.99,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104.66,23.65,196,65.14,61.83,65.14,14.17,55.53,21.43,403.46,28.73,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52.83,24.67,163.18,63.11,89.89,63.11,17.85,37.35,18.44,234.67,27.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.19,31.58,239.97,58.18,95.62,58.18,18.13,58.03,26.71,234.68,28.46,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.13,38.47,200.1,85.03,79.51,85.03,16.31,44.82,25.2,352,21.9,0,0,0,0,0,0,0,0,0,0
Healthy soybean,49.75,38.7,225.44,65.85,84.49,65.85,21.94,59.77,22.87,337.75,27.25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.9,30.31,206,52.24,80.16,52.24,21.11,44.58,21.15,376.27,25.92,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.24,39.57,208.33,88.52,90.95,88.52,18.81,33.71,23.15,389.02,32.71,0,0,0,0,0,0,0,0,0,0
Healthy soybean,91.99,31.9,162.19,93.16,52,93.16,22.98,46.45,20.46,359.83,35.47,0,0,0,0,0,0,0,0,0,0
Healthy soybean,60.41,38.81,159,90.63,53.99,90.63,20.8,57.89,21.88,309.76,40.95,0,0,0,0,0,0,0,0,0,0
Healthy soybean,109,28.84,215.96,80.26,64.7,80.26,22.38,36.38,24.71,277.62,40.26,0,0,0,0,0,0,0,0,0,0
Healthy soybean,41.94,35.5,194.7,65.94,77.36,65.94,17.17,56.77,20.45,210,42.13,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.24,36.35,213.73,76.79,70.41,76.79,13.13,59.08,20.23,398.03,29.81,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.86,26.01,230.33,82.4,94.9,82.4,18.09,41.83,27.43,379.72,25.97,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.27,29.36,192.14,90.74,57.73,90.74,21.97,36.73,18.17,310.14,50.62,0,0,0,0,0,0,0,0,0,0
Healthy soybean,42.58,37.42,237.02,51.07,54.69,51.07,17.82,34.68,21.58,331.91,35.21,0,0,0,0,0,0,0,0,0,0
Healthy soybean,61.29,30.74,178.24,75.97,82.32,75.97,22.3,43,18.83,309.73,22.31,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.96,39.33,143.95,54.55,78.8,54.55,16.32,47.8,23.14,306.25,44.11,0,0,0,0,0,0,0,0,0,0
Healthy soybean,108.59,23.83,228.48,79.63,59.82,79.63,22.77,57.13,20.54,333.45,26.16,0,0,0,0,0,0,0,0,0,0
Healthy soybean,72.91,30.29,234.99,95.16,78.44,95.16,13.45,32.5,25.1,305.03,32.42,0,0,0,0,0,0,0,0,0,0
Healthy soybean,92.55,34.47,176.09,90.08,92.46,90.08,16.75,44.95,21.81,220.2,45.06,0,0,0,0,0,0,0,0,0,0
Healthy soybean,85.88,24.54,170.45,91.07,85.76,91.07,13.56,40.44,23.49,289,22.22,0,0,0,0,0,0,0,0,0,0
Healthy soybean,52,23.67,172.16,58.85,81.46,58.85,19.36,46.85,22.26,285.5,28.05,0,0,0,0,0,0,0,0,0,0
Healthy soybean,54.09,37.15,161.74,66.5,71.91,66.5,17.8,33.93,21.67,390.51,29,0,0,0,0,0,0,0,0,0,0
Healthy soybean,47.66,22.28,215.81,61.66,53.71,61.66,20.16,45.38,24.12,354.93,34.18,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.31,28.02,212.71,77.32,57.65,77.32,21.57,48.2,19.59,302.81,31.54,0,0,0,0,0,0,0,0,0,0
Healthy soybean,76.93,32.48,146,96.14,55.75,96.14,19.23,49.7,20.91,354,32.48,0,0,0,0,0,0,0,0,0,0
Healthy soybean,103.48,38.69,217.88,79.52,67.1,79.52,14.64,50.21,25.96,228,38.35,0,0,0,0,0,0,0,0,0,0
Healthy soybean,94.71,24.52,174.59,99.58,81.44,99.58,17.66,32.71,27.94,274,47.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,48.14,40.21,195.66,94.3,65.61,94.3,20.87,39.82,18.73,220.83,30,0,0,0,0,0,0,0,0,0,0
Healthy soybean,107.87,34.24,188.91,52.45,82.06,52.45,18.95,56.37,23.54,221.34,37.49,0,0,0,0,0,0,0,0,0,0
Healthy soybean,78.26,33.26,193.86,64.05,67.25,64.05,22.34,43.15,25.84,397.67,37.61,0,0,0,0,0,0,0,0,0,0
Healthy soybean,53.36,39.7,173.45,96.61,59.24,96.61,14.81,31.37,21.73,355.17,24.43,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.85,39.29,142.41,50.52,88.06,50.52,15.23,35.07,21.17,356.72,28.86,0,0,0,0,0,0,0,0,0,0
Healthy soybean,63.4,40.31,215.53,52.41,61.4,52.41,19.77,55,26.67,343,44.67,0,0,0,0,0,0,0,0,0,0
Healthy soybean,49.52,23.86,167.08,86.79,88.9,86.79,21.6,39.35,25.24,375,40.88,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.85,37.51,166,63.33,52.95,63.33,16.86,45.99,18.85,281.44,44.6,0,0,0,0,0,0,0,0,0,0
Healthy soybean,89.25,37.19,169.81,70.52,68.54,70.52,21.71,49.47,20.8,260.73,23.03,0,0,0,0,0,0,0,0,0,0
Healthy soybean,85.44,39.88,222.84,56.81,99.93,56.81,16.99,50.25,27.04,292,21.71,0,0,0,0,0,0,0,0,0,0
Healthy soybean,65.11,40.13,232.56,75.19,85.21,75.19,15.09,33.91,25.04,388.7,27.75,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.91,25.59,141.75,73.91,68.73,73.91,20.32,30.95,25.67,273,21.88,0,0,0,0,0,0,0,0,0,0
Healthy soybean,90.29,31.95,184.09,94.52,83.57,94.52,18.66,37.49,18.05,321.28,26.78,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.65,40.71,151.72,53.62,96.54,53.62,15.83,59.84,20.77,317.99,41,0,0,0,0,0,0,0,0,0,0
Healthy soybean,104,25.14,199.64,78.16,79.43,78.16,22.01,56.82,21.25,402.32,33.23,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.8,23.74,194,60.25,65.28,60.25,19.75,30.37,21.76,357.76,43.79,0,0,0,0,0,0,0,0,0,0
Healthy soybean,75.25,22.16,226.15,54.09,82.33,54.09,15.34,42.4,25.06,393,49.98,0,0,0,0,0,0,0,0,0,0
Healthy soybean,100.16,25.7,172.87,70.58,55.93,70.58,17.76,30.54,20.75,339.56,47.81,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58.47,34.06,183.08,67.47,67.36,67.47,18.36,40.06,21,217.67,44.77,0,0,0,0,0,0,0,0,0,0
Healthy soybean,45.47,29.25,218.05,82.37,78.72,82.37,20.4,56.8,18.53,303,26.44,0,0,0,0,0,0,0,0,0,0
Healthy soybean,84.78,39.92,209.06,73.86,96.58,73.86,21.96,49.09,23.92,394,45.84,0,0,0,0,0,0,0,0,0,0
Healthy soybean,58.85,35.24,192.91,52.99,53.5,52.99,14.75,43.18,26.39,217.08,38.41,0,0,0,0,0,0,0,0,0,0
Healthy soybean,71.17,36.7,186.31,58,74.36,58,22.74,34.14,19.2,363.09,37.87,0,0,0,0,0,0,0,0,0,0
Healthy soybean,46.73,22.51,220.9,65.6,81.18,65.6,17.49,46.55,26.02,410.99,33.7,0,0,0,0,0,0,0,0,0,0
Healthy soybean,101.6,38.02,239.01,68.08,52.05,68.08,22.94,31,25.54,267.26,48.96,0,0,0,0,0,0,0,0,0,0
Healthy soybean,69.33,28.39,150,53.9,53.69,53.9,22.21,50.4,18.08,353.83,35.87,0,0,0,0,0,0,0,0,0,0
Healthy soybean,108.92,24.79,184.68,83.9,85.23,83.9,20.93,30.44,21.4,223.79,32.2,0,0,0,0,0,0,0,0,0,0
Healthy soybean,81.48,30.88,156.96,89.93,87.22,89.93,15.59,46.62,18.66,273.81,32.34,0,0,0,0,0,0,0,0,0,0
Healthy soybean,80.13,23.8,235.58,94.8,55.63,94.8,15.42,53.53,26.44,318.37,20.18,0,0,0,0,0,0,0,0,0,0
Healthy soybean,98.67,30.95,197.84,88.06,75.63,88.06,22.55,38,22.52,384.86,25,0,0,0,0,0,0,0,0,0,0
Healthy soybean,40.75,39.82,191,95.77,77.12,95.77,15.49,57.66,21.85,308,25.58,0,0,0,0,0,0,0,0,0,0
Healthy soybean,62.01,28.79,181.02,56.52,72.84,56.52,15.27,38.64,25.49,336,44.8,0,0,0,0,0,0,0,0,0,0
Healthy soybean,79.25,25.72,157.62,58.24,77.08,58.24,21.46,56.85,24.81,214.86,41.57,0,0,0,0,0,0,0,0,0,0
Healthy soybean,83.47,35.87,191.54,73.63,75.89,73.63,18.94,40.48,21.7,231.81,20.96,0,0,0,0,0,0,0,0,0,0
Healthy soybean,75.38,28.03,167.66,81.84,70.09,81.84,18.48,54.3,23.01,332.5,20.78,0,0,0,0,0,0,0,0,0,0
Healthy soybean,99.27,23.2,174.27,71.57,51.37,71.57,20.35,40.26,18.56,353.92,45.44,0,0,0,0,0,0,0,0,0,0
Healthy soybean,50.43,38.67,218.5,60.21,98.82,60.21,16.42,38.74,18.46,242.11,36.88,0,0,0,0,0,0,0,0,0,0
Healthy soybean,67.11,23.15,155.2,85,91.06,85,17.71,39.36,19.14,368.96,24.57,0,0,0,0,0,0,0,0,0,0
Healthy soybean,64.36,39.42,225.81,53.88,80.04,53.88,15.64,42.85,24.62,302.55,22.02,0,0,0,0,0,0,0,0,0,0
Healthy soybean,70.99,22.42,223.42,51.82,65.9,51.82,17.09,46.34,24.56,328.51,33.38,0,0,0,0,0,0,0,0,0,0
Healthy soybean,51.89,33.99,183.58,84.32,57.46,84.32,18.01,56.3,23.85,371.52,23.64,0,0,0,0,0,0,0,0,0,0
Healthy soybean,82.23,34.48,196.85,72.72,72.83,72.72,16.47,33.94,25.03,403.39,45.56,0,0,0,0,0,0,0,0,0,0
Healthy soybean,57.16,30.87,183.56,90.06,76.6,90.06,20.21,54.71,26.51,309,37.77,0,0,0,0,0,0,0,0,0,0
